Name,cluster,volatility,avg_return,avg_volume,volume_volatility,momentum,price_range,trend_strength,price_level,volume_to_price_ratio
EXPD,0,0.0110926495781389,-0.0029955447058654,1064654.9,0.3736283992237815,-0.059348978046934,0.0247867374859166,0.4870129870129873,0.6213000000000001,26096.99018187671
DGX,0,0.011804602015965,-0.0002109696365406,1073444.25,0.4293139821661112,-0.0055368795728693,0.0190892821634519,0.0312500000000011,1.0058,14237.293696559953
RTN,0,0.0159396891472595,0.0027937621343992,1918264.85,0.3426799554380276,0.0548270521424884,0.0362176977290525,0.4283783783783763,2.0432,11081.098277212215
TAP,0,0.014416451523153,-0.0045672363660348,1312118.15,0.3774364231707057,-0.0893220136314719,0.0317752100840334,0.1528925619834678,0.7615999999999999,33154.80567226891
ABBV,-1,0.0387594953602431,0.0069664721612159,8369210.85,0.5161065500290483,0.1334796488427774,0.0481429325822918,0.4095063985374789,1.1362,88284.07850730505
AVGO,0,0.0228287354261065,-0.0058944308015221,4540217.2,0.4079909958438479,-0.1159031657355679,0.0256971943718931,0.0622950819672124,2.3738,17050.661386805965
NWSA,0,0.0144908268506937,-0.0023866396686943,2400411.6,0.5048323275720205,-0.0485781990521327,0.023972602739726,0.2337662337662289,0.1606,167998.13200498134
CSRA,0,0.0182750492832694,0.0010946006087643,894183.15,0.3407314513511576,0.018849528761781,0.03859649122807,0.8264462809917373,0.3135,51874.098883572566
SEE,0,0.010260001960947,-0.0048804399464886,2555835.05,0.3613986862104823,-0.0941392689401674,0.0279508566275923,0.3226066618275659,0.4436,88263.54824165915
NDAQ,0,0.0113752527214314,-0.0017783412701425,1192735.35,0.5318442434103018,-0.0361731320942996,0.018247702860101,0.0212765957446814,0.7726999999999999,18818.98537595445
VAR,-1,0.0320831963058682,0.0022002451212249,1094308.9,0.8193993154256213,0.0353316213583635,0.0184741703729046,0.083333333333336,1.1692,7906.67978104687
XRAY,-1,0.0181275815601676,-0.0056096060442209,2872396.95,0.60853046222383,-0.1092436974789916,0.083533447684391,0.8254620123203281,0.583,39177.581475128645
NEM,0,0.0174243928833854,-0.0012916171912174,5421140.6,0.3567614114914779,-0.0283390186302807,0.0264650283553874,0.1530612244897949,0.3703,242074.8582230624
SBAC,0,0.0156723438913119,0.0010138020804716,1135377.85,0.3783294326127878,0.0180984408437785,0.0207194763077291,0.3942028985507216,1.6650999999999998,6459.059515944989
MDT,0,0.0105578021339857,-0.0026522747424665,5425631.5,0.3021580911515133,-0.0527480204937121,0.0205285802089734,0.0359281437125679,0.8134999999999999,72894.27166564229
AWK,0,0.0148350097391847,-0.005198425973658,1470968.0,0.5512658957926232,-0.1009110829200784,0.0228322216521293,0.0,0.7796,16273.435094920473
CMG,-1,0.0296671197319399,-0.0075186335575861,1265674.2,0.7356576325273766,-0.1476657168801078,0.0428345762462803,0.3576329331046287,2.7221,17562.2203445869
SBUX,0,0.013721963833751,-0.0040565502589523,14100565.5,0.6836993650509114,-0.0797566745522135,0.0181784796180683,0.0202020202020233,0.5446,255729.3793609989
MRO,-1,0.0279644622314084,-0.0046203917051638,11839212.5,0.2846574348737893,-0.0952908587257619,0.0811390079608083,0.0075471698113192,0.1632999999999999,1067694.4274341704
RRC,-1,0.0353978691452731,-0.0124388314905098,11349364.8,0.5351889112838454,-0.2309495896834701,0.0716463414634146,0.0212765957446804,0.1311999999999999,818609.5274390244
DLTR,0,0.0179805487494534,-0.0015170735200016,1906786.9,0.1998980655910523,-0.0329109308049958,0.0254515460030165,0.0074076817659898,1.0608,20028.87443438914
LH,0,0.0143403956967088,-0.0001605083613038,631804.6,0.3901303563113033,-0.0051600797466869,0.0369267947660026,0.1739824421388668,1.6966,5251.497111870801
EW,0,0.0150814286408452,0.0042078490236396,1379166.3,0.5135128716316862,0.0852648313948622,0.0441788743253662,0.6369982547993,1.297,15085.597532767928
HOG,0,0.030105482871579,-0.0033173386166029,3551464.15,0.6594422919019268,-0.0725081308590014,0.0212458745874586,0.4466019417475693,0.4847999999999999,46686.44801980198
AVB,0,0.0138861463882629,-0.0043641604718393,853615.9,0.5282111715142085,-0.0854567516033974,0.027230224917867,0.0162412993039427,1.5828,7290.068233510235
JNPR,0,0.0230398058189797,-0.0057268891564717,4621143.65,0.6272993770789997,-0.1131680055885434,0.0185112248916895,0.2765957446808496,0.2539,125878.49547065774
